Gene	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20
AC104650.2	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.893626	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001
AC104981.1	0.416477	2.10016	0.911963	0.258838	0.528225	0.939069	0.72033	0.987088	0.478697	0.935595	0.557417	1.54367	2.1077	1.3397	1.75637	0.48463398	0.681359	2.11548	0.092452005	2.13482
AC107081.1	0.010000001	0.010000001	0.010000001	1.79296	0.010000001	0.010000001	0.885824	0.010000001	0.010000001	4.11753	0.010000001	2.29729	2.19987	0.010000001	2.51906	0.010000001	1.85785	0.010000001	0.010000001	0.010000001
AC109486.1	6.3842406	5.19621	7.590131	9.062742	5.65163	3.58578	2.01229	5.5990405	7.25745	9.728219	7.60159	9.276058	4.5673003	5.6762395	4.3900304	5.3154297	4.04773	4.2409096	5.33763	11.6303
AC110602.1	0.010000001	1.74519	6.0512805	0.010000001	3.44997	2.73777	0.010000001	0.010000001	5.2009997	5.4036303	0.010000001	0.010000001	4.36259	0.010000001	2.24438	0.010000001	4.03083	4.02056	1.89756	0.010000001
AC110615.1	2.9058897	0.010000001	3.54319	1.72631	0.783334	2.5481	2.10639	0.010000001	1.50096	1.86394	2.58238	1.44249	1.0668	0.010000001	1.9912401	0.0193777	1.41099	1.02749	0.010000001	0.734333
AC129492.1	0.101109	1.7846999	1.60565	0.681396	1.39214	1.67664	0.010000001	1.57188	0.41989496	0.854544	1.11105	0.920849	1.75725	2.13128	0.796725	0.459977	0.884635	1.1715	1.19321	0.34565002
AC131263.1	3.47692	6.4708896	2.79869	1.13297	0.966986	4.3094206	9.30926	8.026439	10.075301	9.173	8.70314	3.8915	3.55766	2.5264897	4.99892	1.33425	1.79283	1.9029099	7.3440394	1.10608
AC138969.4	39.187683	21.059685	32.489563	47.13609	27.486933	17.905651	21.412134	27.83497	31.58516	29.775223	35.302135	23.496675	18.605824	20.247028	37.308147	18.32962	13.273122	12.500997	10.5935	38.40439
AC234582.1	335.07205	476.496	316.13306	414.60202	333.648	561.6241	485.84995	443.05902	457.96793	265.89896	308.2479	204.44698	285.4041	516.41815	815.9212	419.81882	819.92114	501.25317	517.7091	359.1689
AC234582.2	2.91214	5.73761	2.9227898	7.3499804	0.865602	5.2533307	1.92646	5.60988	3.5272503	4.33102	0.010000001	2.82911	0.562243	1.94505	8.03659	6.0348306	9.338589	2.9394398	4.1238594	2.8043003
AC241585.2	2.00993	1.68798	3.91472	2.2341497	3.6294	2.8187501	3.14153	2.70291	3.1027799	3.2450202	3.3021603	4.72958	4.471	3.9784	2.26125	2.2215402	3.38387	4.29781	2.32982	2.75398
AC242988.1	0.010000001	0.010000001	0.010000001	0.010000001	1.13944	0.010000001	0.010000001	1.2524	0.010000001	0.863146	0.010000001	0.010000001	0.010000001	0.010000001	1.29859	0.010000001	0.010000001	0.010000001	0.010000001	0.010000001
AC245100.1	1.983	2.17327	3.5050597	2.70152	3.7996898	4.6548195	2.72209	2.36917	2.64085	2.07927	2.5700698	4.20855	3.7932403	2.9690201	3.8618703	2.06281	3.28581	3.1589103	1.38278	2.8967302
ACAA1	65.460846	50.446976	70.85476	84.54807	56.900333	109.925705	37.710083	84.91444	95.73554	98.629974	72.071106	67.2279	118.28241	97.252144	81.1888	114.30671	100.4797	71.08633	89.93884	68.10815
ACAA2	146.36794	117.0959	163.03185	152.10876	97.75446	178.9713	68.66343	215.2433	151.1498	121.22245	140.48572	136.53105	199.63344	169.033	164.40683	183.2916	240.16644	134.10992	173.1308	118.57833
ACACA	14.207303	11.958404	7.240901	9.806823	6.7166395	10.666837	6.502805	5.700035	11.277428	6.2043037	7.479713	5.1856284	7.427345	9.939459	7.602638	10.250881	7.296744	7.990691	11.914702	6.197948
ACACB	5.4260025	3.6641169	5.953567	5.8709135	4.9148407	6.7034345	4.9171414	8.335496	9.413027	5.9702063	6.3574796	4.9179096	6.154325	5.5446057	7.9486904	5.7747316	4.6702085	7.133747	3.9853272	5.900817
ACAD10	9.286395	6.979776	9.069477	13.195116	9.42092	9.843408	8.3395605	18.283575	13.96945	11.550315	10.660146	9.190514	7.4190974	8.623511	12.31018	7.616938	8.322513	8.833811	5.3810782	13.000604
ACAD11	2.3705173	1.8355011	2.372373	3.1866608	2.0991979	2.2502093	1.38801	1.913621	3.410347	1.9116209	1.225074	1.713828	0.9918144	1.2178762	1.9037023	1.524071	0.793384	1.17308	0.989135	3.3625162
ACAD8	12.626532	11.708356	10.78877	12.523237	11.502353	13.750736	10.622971	14.946806	16.228409	12.266938	15.121739	13.168072	13.799037	15.453329	16.554274	16.355452	11.542266	15.247398	11.822461	15.418066
ACAD9	13.069444	10.9823885	11.4019	11.83301	10.992283	12.672373	9.394663	13.96874	15.415592	11.195694	12.920973	11.835411	11.676491	13.330346	12.89525	16.179148	12.117224	12.828636	14.760084	14.250763
ACADM	43.215584	33.077396	46.18736	52.46185	45.911797	34.149902	27.243324	80.76744	64.81928	59.50431	51.830116	68.547646	74.13086	59.741695	58.19335	67.831245	47.85266	84.485306	52.531826	52.164196
ACADSB	12.510628	12.3602495	10.569491	9.282941	13.456217	9.81406	11.03411	27.009785	13.087631	10.515626	16.545588	20.668207	13.58754	12.03543	16.848333	13.177849	9.173103	16.852777	13.187063	13.900674
ACADS	47.57314	47.476475	49.137497	61.93287	40.71045	84.84941	39.37871	85.2805	78.944885	66.96728	68.97266	67.67498	88.03899	83.211044	69.37005	73.668785	102.19153	78.79669	58.05985	70.37865
ACADVL	165.37074	109.14549	161.89828	315.58435	99.67018	176.30771	115.72885	249.1402	468.67255	328.8592	176.05841	124.28284	169.34387	198.05869	154.07535	205.17047	160.44382	143.42618	151.40656	394.32816
ACAP1	6.6963406	4.6177454	10.517091	12.5332	11.585789	3.1409378	6.3747807	4.5921116	3.9008002	3.997688	3.6731377	10.8878145	4.898456	3.171184	5.997846	7.2718396	3.7604606	4.4452944	3.2050757	7.375786
ACAP2	15.894822	12.124279	12.22482	12.511142	13.503114	14.736082	14.611546	19.976124	16.010601	11.803794	13.268687	13.8895645	13.808265	12.999149	15.940269	13.722095	12.599198	13.589844	16.295164	17.682465
ACAP3	8.929303	6.048324	8.823972	20.864838	7.1157875	5.8797164	8.283062	10.497879	20.316248	14.766099	7.81241	6.7239127	4.8836784	6.8443613	6.480084	8.163387	3.6733675	6.2042522	6.477719	14.709109
ACAT1	72.30424	58.842926	55.663025	65.65347	58.51684	89.89414	44.834576	88.455376	101.933	79.52016	94.504005	80.54141	98.03619	92.9996	96.94178	104.279884	95.84974	102.59775	80.916084	75.0701
ACAT2	25.880598	18.81179	20.394148	20.128752	12.96259	43.028873	7.841234	13.39001	24.78949	18.588243	18.603136	15.76073	23.103794	41.104057	14.241358	32.96433	20.208185	11.389889	36.857162	10.77743
ACBD3	24.522701	19.597002	18.657713	14.262063	20.36334	22.6375	21.660006	24.625404	25.525862	19.021812	19.942802	22.107603	22.3875	26.957582	24.719797	27.162548	21.346003	24.705093	30.604994	23.0111
ACBD4	6.0232067	4.3113937	6.2020073	6.2755833	5.372368	4.763752	4.4458833	6.1514564	7.5262613	8.006572	5.9449763	5.834027	9.385501	6.6208577	6.522875	4.69537	3.6211207	5.0344887	4.147997	7.749523
ACBD5	17.220547	16.866034	14.574913	15.417518	17.600752	16.656837	12.038738	28.049555	27.307547	15.979215	21.632267	23.810389	25.065111	21.027258	23.272026	21.95921	16.249437	20.467218	23.933592	21.12863
ACBD6	13.166459	11.732077	9.962556	10.179661	10.40758	12.506161	11.380127	11.53952	13.214295	8.52014	10.261232	11.991165	10.091176	10.46198	14.650217	12.222333	8.353313	10.54999	8.832389	12.917324
ACCS	2.7859795	3.0213242	3.673323	8.047564	3.937468	2.3976622	2.7712076	3.8122523	17.72985	4.5308356	2.593719	1.5376658	0.984763	1.9515563	3.717444	2.305667	1.3375593	2.2821355	0.6237564	9.637332
ACD	4.5743213	4.0834026	4.719753	4.6544695	5.1235766	5.9840536	5.151303	5.077388	4.807984	4.0634003	4.016396	5.1956005	4.0149593	4.8346486	4.62019	6.6687574	4.2261343	3.921098	3.564603	5.7373395
ACE2	4.82339	6.8241754	4.2322106	8.845637	7.4052105	6.7775803	6.836185	20.759312	7.6928616	10.2725935	7.841729	9.230669	11.612775	10.7046995	6.10001	9.375921	17.335354	6.1691194	7.7466598	15.791301
ACER2	2.89269	5.8436093	4.9850903	2.9890099	6.4308405	3.7352002	3.8442	9.00761	9.05785	5.30695	7.8675084	2.51204	4.4317	5.2226095	8.28694	2.47821	6.65052	4.10128	4.83338	6.26625
ACER3	8.335137	10.414296	6.998241	5.146602	6.976271	9.999335	7.0460954	12.593195	12.236039	8.981141	7.636364	10.581968	11.325395	13.85848	8.696861	12.511134	9.931327	15.05663	17.080212	9.3986025
ACE	10.852116	14.325395	10.481475	10.40054	5.28137	15.5532465	13.563037	8.747594	16.251307	13.427716	3.632327	11.561368	9.63634	2.8895807	13.639187	10.239801	13.728373	3.4757712	2.2232614	5.25113
ACHE	3.9560382	6.5272975	9.561121	9.453052	7.733659	3.649136	7.082696	8.807374	8.051903	8.565388	7.292821	3.904074	9.767432	8.564417	9.008252	5.129133	10.009698	7.707144	13.341826	18.799385
ACIN1	43.27881	34.54918	39.81115	49.237495	41.921803	33.484436	38.037148	44.5428	56.436974	39.31452	36.10957	31.610037	23.062206	29.387136	37.618298	36.751236	25.061872	29.208641	24.083187	49.65637
ACKR1	10.029215	10.638793	12.58857	8.852688	8.46056	8.70172	8.752743	7.7206554	4.99847	4.68094	4.14228	8.053529	2.59385	5.4961705	7.172383	4.79128	7.4632998	12.027441	5.19302	10.196399
ACKR2	1.8471974	1.973315	2.5157747	2.671754	1.6379997	2.539097	1.8945007	4.9865146	4.472318	3.4282737	1.53067	2.0539598	2.426328	3.353428	2.1571145	2.8233325	7.3703394	2.933805	2.7701473	3.3085039
ACKR3	12.495949	4.2397995	5.6979094	6.13118	10.24449	8.054211	6.9977665	3.061198	2.743972	2.616262	2.7604492	7.296546	2.645818	8.525099	4.8714695	6.75973	8.97189	6.6518	7.570897	3.783676
ACKR4	0.26630896	0.392935	0.15563399	0.496806	0.25151098	0.139796	0.214395	0.22040796	0.125204	0.12904102	0.13960001	0.400387	0.26860496	0.41470897	0.290888	0.620311	0.716152	0.312841	0.070969485	0.107669
ACLY	30.714994	27.973295	24.682665	20.066982	25.19679	28.549402	24.085081	24.526031	27.208149	19.360674	20.260296	21.950588	22.503342	30.038374	28.393164	27.793491	21.219097	24.069054	30.395021	21.06941
ACO1	17.4508	19.159548	12.75049	14.456752	16.054329	15.963697	15.196991	14.971584	18.368465	13.572546	18.814415	15.007158	11.230686	21.999222	20.27301	24.24921	17.88424	18.847397	17.868359	17.223803
ACO2	97.69148	90.3051	86.84828	89.737015	87.33646	119.69774	79.37324	111.325165	113.04203	115.427826	104.051895	91.50947	115.06216	136.8529	118.73481	120.54339	114.33164	124.94162	141.37091	108.07624
ACOT11	20.51205	18.020962	19.241865	18.02599	12.527431	25.53235	15.510051	23.732494	32.858368	29.9913	22.680998	18.87628	26.233778	22.10661	21.23115	32.596577	30.226974	22.850351	31.67	25.806215
ACOT13	27.468151	25.383081	23.871662	26.360676	23.540937	32.37917	20.81186	30.115276	43.00681	31.231627	30.575642	30.919563	35.42115	34.37452	32.70685	36.60462	29.614538	22.635944	27.118341	26.704895
ACOT1	3.817718	1.33331	1.89802	2.95729	2.12381	5.7687807	1.43413	1.9295799	2.47674	1.80796	1.36277	1.23348	3.9229403	3.03281	2.77251	3.1740503	3.4947598	3.20866	3.74361	3.55528
ACOT2	17.130348	18.348017	16.013607	12.731728	19.845709	23.939905	15.852522	12.49031	21.4411	11.768194	12.134949	25.095558	20.331833	19.924454	26.702423	20.57747	20.40418	19.930922	21.623768	20.751387
ACOT4	2.19924	1.44389	1.25076	1.8165	1.27126	3.1085	1.33332	3.2344198	1.34665	1.15795	2.864	1.62114	3.04708	2.44816	1.54915	2.16582	3.0688999	1.46683	1.44064	1.71356
ACOT7	33.829037	27.384943	22.77167	29.253788	17.537056	44.935352	15.854059	28.132988	32.563347	24.231064	24.63848	27.911345	25.133245	42.301167	28.58242	57.36693	34.34847	33.15087	43.000526	23.098656
ACOT8	20.874233	18.948301	24.614525	24.272802	22.349077	40.101902	16.732033	37.140553	29.95147	28.20987	29.240429	26.441015	33.109074	38.6453	22.862928	30.868069	32.57963	31.455954	28.093218	24.779799
ACOT9	12.051763	12.483013	8.243518	8.987256	8.89304	12.840658	8.995967	9.547696	11.761891	10.415358	8.7914715	9.45238	11.238918	13.928544	11.467877	13.525201	7.590004	9.702601	15.161857	10.849777
ACOX1	29.364359	31.887726	38.310764	38.271076	25.587177	45.30606	19.013885	65.743675	47.77589	43.024837	38.890667	40.866886	55.2152	33.792885	43.407166	49.107136	76.67833	36.24212	38.2372	40.183765
ACOX2	19.34652	6.0189295	9.581652	13.326456	7.7153916	10.014643	4.951267	12.491873	13.928588	12.945229	9.203646	7.2790585	5.9604306	7.610004	8.599233	12.8226185	6.8508763	7.211288	13.927175	8.430045
ACOX3	5.263364	5.860377	8.216789	6.4758124	7.021073	8.863692	4.7014923	9.023359	6.795811	6.968294	7.2593093	8.780555	5.4788384	7.7232256	8.40547	8.4876	8.498247	6.458912	4.8414645	7.2301393
ACOXL	0.4505334	0.3933152	0.5259691	0.45126486	0.5161687	0.2670081	0.343822	0.47279233	0.63510793	0.4923475	0.40741122	0.35512158	0.5800977	0.6934169	0.6498933	0.315869	0.3559062	0.35763362	0.36715582	0.4517578
ACP1	62.22114	50.17211	47.169815	44.288322	54.426872	62.763348	47.030174	67.80531	69.198555	53.711372	66.80251	67.084404	59.769283	69.23934	84.52835	79.45741	49.76142	60.73295	65.57278	67.62416
ACP2	19.415855	16.860722	18.978676	18.620577	20.239588	17.517736	16.119686	24.25847	21.109694	19.175335	20.115923	18.255062	25.706606	23.572298	21.485743	19.86966	20.135685	21.342264	23.153973	22.358765
ACP5	36.890522	60.76632	26.75542	21.13463	49.58691	41.346638	30.066135	25.716183	19.498068	10.101975	26.091738	29.684507	28.959288	63.535225	50.915012	33.27152	41.985645	28.760738	29.007404	36.232613
ACP6	9.820675	13.3942375	13.093728	6.616094	9.627316	12.523931	6.6680474	11.526152	12.096958	7.1531205	14.367943	10.208025	12.972144	14.473708	14.550755	12.341266	6.9385896	9.063099	7.7285213	12.391381
ACPP	2.266163	2.532883	1.787576	1.518175	1.992707	8.587135	2.05934	2.875666	4.8923006	4.2976785	2.31858	2.815615	2.454811	5.983127	3.8380768	3.679337	2.5003774	3.697416	7.157898	2.456392
ACRBP	1.186911	0.889589	1.500668	1.933541	1.452006	0.999502	1.591386	1.224766	1.4040469	1.142432	1.163499	1.50419	0.93812	1.771074	0.931634	0.8587353	1.91299	1.1541266	0.985381	1.186905
ACRC	0.531392	0.15526402	0.564257	0.4301273	0.21326023	0.460683	0.25553003	0.35335457	0.5302732	0.48136687	0.4003089	0.30516797	0.13179539	0.281131	0.27911	0.23389196	0.104945995	0.140739	0.25608882	0.431946
ACSF2	41.567352	21.72981	40.90608	58.65343	36.68587	39.56322	24.03101	79.01626	73.65111	52.81045	63.11933	41.291054	44.24927	44.208397	56.50316	28.676449	46.774376	40.395695	22.715479	61.907616
ACSF3	13.292366	13.386946	14.475684	14.5815935	16.297615	19.253075	13.216224	23.140516	20.677185	17.783728	19.661505	20.718725	17.811499	20.908861	18.370134	21.800539	18.693613	20.308338	16.49756	19.225273
ACSL1	16.415827	6.8255568	4.6097007	7.0343223	5.470739	20.025677	4.7189527	4.964901	7.391185	6.472301	2.551517	5.3655005	7.701044	16.877031	6.8047853	15.60758	9.014454	4.552702	8.614319	4.599924
ACSL3	50.712147	50.343388	36.38656	29.922586	33.36425	49.755417	29.586489	36.920296	49.22993	34.198723	38.29375	32.0387	36.88451	64.55747	49.116844	54.302048	38.631393	40.749046	62.9331	34.99996
ACSL4	9.461947	8.732523	6.3148255	5.70678	6.9040318	8.370145	8.116948	5.0433974	3.739996	2.8432317	4.2091146	6.6927404	4.278006	5.3432074	7.014999	5.114949	4.34642	6.429184	5.6093698	4.8964467
ACSL5	119.64909	104.32629	131.03612	129.43262	111.83923	110.2514	103.25899	233.32732	176.41035	127.399605	155.61487	123.57104	174.142	114.95576	148.79057	145.67729	150.17285	133.30777	130.8043	177.94275
ACSM1	1.4169569	0.2761083	0.9969925	0.8518142	1.654203	1.267958	1.4856094	2.6564193	2.010511	0.410639	0.27357197	2.3171997	0.3925545	1.603254	4.4553657	3.6538777	2.7236629	0.127816	0.1536771	1.076223
ACSM2A	0.7347519	0.842419	0.50111	1.172619	0.5173556	0.477662	0.802177	1.308801	0.8490016	0.866687	0.59847	0.926346	0.9124606	0.941952	0.849297	1.3021408	0.798763	0.50548	0.4746	0.601617
ACSM3	39.00712	24.233212	34.343517	38.67456	40.419067	44.39817	29.670618	68.05851	64.22033	31.296892	56.20202	56.068657	46.751625	43.976624	72.41738	64.89431	41.14191	53.291435	28.71952	50.43972
ACSS1	16.12072	10.628484	13.285168	13.045354	16.804052	14.409863	15.798072	24.444578	20.22394	13.452638	15.967011	15.997142	14.683451	15.33447	18.808409	13.804577	16.955585	17.034191	11.132473	18.379725
ACSS2	101.59721	81.6971	94.29496	125.4425	81.34569	105.81861	69.07431	136.26584	132.2573	124.61857	107.11815	83.27482	104.6263	140.35777	123.62132	130.78001	108.53287	109.61301	119.840645	119.25144
ACSS3	1.2865674	0.45742178	0.675316	0.4918117	0.647037	0.664756	0.82723325	0.5316656	0.44819164	0.24892981	0.22388375	0.791804	0.3004285	0.8986563	0.71971	0.4865578	0.4371588	0.5542173	0.2727881	0.518394
ACTA2	113.41705	306.04276	111.68623	80.058876	236.86267	115.93988	286.42337	80.87333	101.34488	50.772053	29.183388	50.146416	64.103905	76.36241	224.34595	39.309338	62.431446	84.22225	17.676512	46.000015
ACTB	1829.6074	1729.3074	1746.377	1366.3217	1727.6084	1961.0743	1544.8063	1314.2426	1476.3213	1504.4867	1011.71075	1678.9246	1838.1685	2160.8826	1256.8752	2062.908	1806.3909	1628.7462	2463.2622	1632.4617
ACTG1	1607.1338	1258.5288	1303.2124	1084.1072	1430.8762	1760.5399	1548.3805	1439.9921	1405.6222	1240.4382	1052.9563	1895.9501	1758.2545	1695.1113	1444.4987	1809.5066	1355.8462	1579.7845	1881.0023	1688.9384
ACTG2	43.60311	525.8246	52.89906	21.778027	103.48811	43.250237	216.72227	27.55529	51.067604	22.392132	8.636447	17.516104	27.210783	60.38697	97.68486	13.177084	27.709227	28.253717	4.2868805	15.722961
ACTL10	1.36955	1.24062	1.14412	0.692547	1.03004	1.82077	1.06136	1.10513	1.44446	0.847432	1.51879	1.35508	1.29293	1.15698	1.20912	1.35908	1.25407	1.54091	1.06235	0.95889
ACTL6A	39.38978	30.260881	25.973806	26.308964	26.096214	34.732597	23.817213	33.541977	36.97328	25.633657	33.54453	34.17113	33.71089	35.335793	31.870014	44.142532	25.027098	31.624363	33.009914	29.241928
ACTN1	38.994473	60.874268	38.029102	29.564837	43.66033	36.17465	52.793804	30.521664	28.593966	18.79849	20.668549	27.169714	24.215132	28.355886	50.244747	28.179909	22.400164	29.095964	26.709608	29.891241
ACTN4	239.45071	245.3683	226.4264	215.8535	217.75528	209.12689	210.9356	252.10275	291.1961	221.48149	158.3958	188.2988	257.6168	281.52335	255.34796	288.114	255.0288	240.52908	336.20294	237.7045
ACTR10	46.504856	35.3984	33.689404	32.79931	35.131832	43.60611	41.079178	47.049377	43.646294	38.83003	45.452583	48.77003	47.04961	60.635147	50.549805	50.163025	38.50701	50.60233	58.31801	50.679455
ACTR1A	34.745872	34.418858	31.943602	25.22507	32.394806	37.828426	29.197	40.814365	36.10409	32.90271	31.058718	33.121593	40.975697	41.819065	35.451183	40.333687	33.476765	36.734417	40.68192	35.204227
ACTR1B	27.657904	23.151142	22.58403	27.187967	25.294743	27.686705	23.388155	32.66003	37.21199	31.576996	33.317837	31.034285	36.39843	34.58935	32.252983	33.964645	27.868322	30.144205	25.105896	34.09906
ACTR2	141.20421	118.086395	115.330086	86.60214	120.695404	158.3446	101.77262	153.09361	141.34274	107.82299	129.83556	138.58762	145.61423	168.03813	135.80353	175.39293	132.9812	133.47601	203.066	123.1713
ACTR3B	3.75937	2.872762	2.3236365	2.4372034	2.924404	2.6210585	1.732901	3.0873864	2.665561	2.0828822	2.9834218	2.9102988	3.7850492	3.0464413	3.0677667	3.7086282	2.7971523	2.9839115	3.2709105	3.29852
ACTR3C	3.05724	4.01468	3.7653892	3.9820533	3.1414282	4.7722454	2.440418	6.841088	6.7864447	4.482057	4.5913086	2.7978673	4.5383067	5.566356	6.2684345	11.009584	4.166899	5.253112	6.629975	5.1485977
ACTR3	125.053825	105.05497	99.634514	89.34642	115.06501	147.86981	77.73193	130.65208	121.32887	99.01016	105.98141	139.74573	132.74046	163.2041	109.01905	189.39703	120.14015	118.50009	187.15694	101.988365
ACTR5	2.86766	2.64837	2.59746	2.94768	3.33516	3.38503	2.67036	3.1744802	2.76122	1.88486	2.82703	2.58276	3.1725001	3.3997502	3.2369397	3.88566	2.6389	3.24644	2.55117	3.2765698
ACTR6	14.578107	8.863209	8.812527	11.954644	10.207251	14.430584	9.922376	18.771309	21.742239	12.321634	16.05243	19.076784	16.258043	15.22206	14.810661	18.832794	11.274056	14.591353	17.118265	17.53201
ACTR8	10.971758	7.256558	9.622496	7.216842	9.587386	10.073149	9.239005	10.559971	9.178267	7.7996964	8.199656	11.420896	8.8154955	11.044002	11.418033	10.378402	7.9843116	9.413509	7.4320154	9.970478
ACVR1B	25.647564	23.901228	28.632647	25.479475	27.030405	22.754921	23.896996	44.577736	40.59291	28.256817	33.02613	28.934986	40.93509	31.626183	34.469757	28.407536	33.762573	33.15272	31.34649	30.42796
ACVR1C	2.731062	1.5947051	1.606645	2.8434644	2.394671	2.003187	1.472942	5.2272	3.6090708	2.118092	4.052315	6.0188336	2.4203198	3.1281948	3.144253	3.144365	3.313278	3.3738508	1.0849634	3.645698
ACVR1	8.267842	7.8184285	6.4635887	5.8233147	8.034468	8.050108	7.693749	7.0159044	6.6972923	3.7379622	5.31326	6.8518558	6.2598844	5.842581	7.867524	6.3640313	6.5941114	6.7512665	6.543037	6.1842933
