Gene	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20
ADAM33	2.056387	1.472029	1.6992894	3.5967221	1.935365	1.2141595	2.843701	0.802349	3.261603	1.7136142	0.3474786	0.2947881	0.4338379	0.4452755	1.4735098	0.3796199	0.38116542	0.3542104	0.1536204	2.032705
ADAM8	2.4100378	1.3882129	3.1004236	4.516441	3.818828	1.742631	3.454074	2.1582577	1.424792	1.5334665	1.052717	2.676026	2.56213	1.4008313	1.6113111	1.929978	1.679705	1.6392244	1.5091134	2.624992
ADAM9	33.384094	38.834984	33.430405	24.485962	32.619156	35.94882	33.836964	38.794533	38.074203	37.37077	33.898026	27.08161	36.93614	47.77096	45.165073	35.074715	33.174084	40.20659	58.039974	38.998726
ADAMDEC1	464.91577	167.94153	351.9395	366.8428	396.22278	489.80566	286.77252	273.91324	139.06046	81.57576	145.39824	213.92857	164.61203	94.65949	148.61633	200.4545	119.7782	226.0842	107.555046	159.69499
ADAMTS10	2.0879142	0.8178148	2.123585	3.0594413	2.4928584	0.767653	1.6271152	0.9067402	0.5979252	0.91809344	0.5563347	0.8331516	0.5310575	0.19505802	0.9454932	0.819811	0.18064798	0.602453	0.2115443	1.9736717
ADAMTS12	0.3379681	0.182592	0.250737	0.22859241	0.20469001	0.41327363	0.14357778	0.14362311	0.102532014	0.023540698	0.0505637	0.344351	0.1778882	0.08002511	0.09372115	0.13239102	0.05821693	0.23821801	0.19212821	0.148572
ADAMTS13	1.2173455	0.959496	1.3863595	2.6545303	1.221186	0.9812878	0.8839562	1.552724	1.7163848	1.7596403	1.1352096	0.88505024	0.788945	0.49946076	1.0058383	0.7538313	0.23455608	0.7001021	0.2880816	1.8234011
ADAMTS14	0.91986525	0.55599004	0.603168	1.2280272	0.714979	0.6153011	0.594859	0.554538	0.177225	0.32303	0.31671366	0.3515923	0.14457121	0.11159599	0.20852189	0.2111371	0.174582	0.1769938	0.13322002	0.38529196
ADAMTS15	1.40058	0.653443	0.591291	1.01556	0.562976	2.24476	0.977776	0.506303	0.714975	0.63651	0.538375	0.334346	0.638902	1.30694	0.481346	0.905473	1.19609	0.75369	1.17107	0.437959
ADAMTS17	0.534953	0.31224993	0.4177723	1.0882847	0.7707081	1.127482	0.9086691	0.8539737	0.8875967	0.5663644	0.6696137	0.6956032	0.5289753	0.5389534	0.34510142	1.47854	0.460628	0.371862	0.3671066	0.409697
ADAMTS1	8.771119	3.672366	3.969818	2.862414	4.479446	2.392405	7.10845	1.3526506	4.0074534	1.2717584	0.640514	10.28889	1.5816054	1.2167464	1.901811	0.649297	1.4743514	3.24923	3.2437	6.1342497
ADAMTS2	1.928034	1.8635122	1.596778	1.4061989	1.204403	1.41547	1.8327703	0.4542471	0.6635248	0.4194151	0.40567344	0.4309933	0.65776	0.707358	0.544241	0.5129217	0.9293755	0.651237	0.6681752	0.428065
ADAMTS4	0.39153	0.33548403	0.07098571	0.09797071	0.09777068	0.044375	1.472847	0.07338241	0.3053046	0.058895994	0.040934294	0.441583	0.0308744	0.0227427	0.0783678	0.03583789	0.040803727	0.053731497	0.3097353	0.120559804
ADAMTS5	0.401722	0.35679102	0.540982	0.32181796	0.44677904	0.643213	0.325056	0.263044	0.140919	0.0653703	0.089882895	0.178585	0.12644702	0.111464	0.291742	0.11461501	0.17795701	0.205806	0.109342	0.142706
ADAMTS7	0.8188433	0.8001672	0.6673627	0.5493983	0.72965384	0.7123728	0.5961623	0.4162743	0.4923396	0.2214936	0.2827215	0.29553878	0.108335994	0.158599	0.33480904	0.2631072	0.24381226	0.2698996	0.117730975	0.4760611
ADAMTS8	1.033722	1.437009	0.612055	0.30441698	0.735026	0.374707	1.597704	0.297986	0.668083	0.22144888	0.2504554	0.1800846	0.24339202	0.15735792	1.100443	0.16393648	0.34921697	0.393727	0.11785611	0.11040481
ADAMTS9	2.7605255	2.438521	1.0970532	0.5664532	1.3019993	2.165025	1.9265296	1.0946594	0.9449446	1.1991262	0.9200511	1.6085796	0.761928	0.7767423	1.3197609	1.574456	0.964722	0.9572362	1.055549	1.021192
ADAMTSL1	2.461138	1.6513515	2.448901	3.3228695	2.3947332	1.7096795	2.8137047	3.7586632	3.1993175	1.9530205	1.676062	2.9633908	1.9411988	2.0051425	3.030179	1.9516764	1.3920789	1.5138472	1.2724057	2.2910974
ADAMTSL2	0.572972	0.5787399	0.75919414	0.582838	0.8088505	1.02202	0.679336	0.576263	0.536404	0.342322	0.7613206	0.634235	0.435911	0.483633	0.837614	0.5793903	0.6065302	0.34433603	0.422615	0.5039122
ADAMTSL3	1.0639454	1.3192866	1.3784914	1.1144283	1.5429045	0.988228	2.0443885	1.242583	0.92772	0.6119811	0.336292	0.931313	0.44280413	0.42530096	1.1373938	0.3350291	0.4682264	0.658143	0.49217594	0.760612
ADAMTSL4	3.1034307	4.2214456	2.9785352	3.6656291	2.1728742	1.8252949	4.6537127	1.8790282	2.368611	1.416715	0.7635579	1.1036825	0.915589	1.110552	1.9256115	0.8645684	1.115938	1.3106905	0.8833944	1.771196
ADAMTSL5	0.8187734	1.5066946	1.132855	1.207488	1.136702	1.7826405	1.3561583	0.7914368	0.9206274	0.96327865	1.2452458	0.8776234	1.0925825	1.0071027	1.3108917	0.6565506	0.6312164	1.305394	1.395451	0.49209496
ADAP1	43.467735	36.83366	50.879684	44.76164	36.572456	44.33869	36.61652	56.291866	55.602493	57.682655	50.379707	52.794483	66.511154	57.51053	47.068058	61.363632	48.53853	57.879345	62.03512	54.139057
ADAP2	3.7114592	2.223108	3.334246	4.189399	3.8239887	3.9475188	2.698629	2.8582785	2.098918	0.983147	2.628516	4.046603	2.697802	2.718033	1.6951869	2.6629248	3.1361437	2.11201	2.416374	3.1556747
ADARB1	3.3474228	2.2270458	3.3853302	1.4535712	3.7104003	2.7636893	2.2824872	2.6856756	1.5258523	0.9232823	1.2839241	5.146815	1.7212064	1.260788	3.3406713	2.8962536	1.7070496	2.0912905	1.5753589	3.0767887
ADAR	44.697918	40.05788	37.105877	37.8285	44.953297	37.249645	40.280754	46.01457	43.231915	29.876534	34.128723	37.4465	35.072433	39.378517	47.498795	42.262344	46.180504	42.104057	39.194897	36.16248
ADAT1	21.525227	17.321827	14.056827	13.162609	13.878273	13.815787	11.794034	16.656555	14.248253	15.1634445	18.086512	16.470772	20.422552	17.144537	20.827274	24.747902	12.470046	16.534512	18.657125	15.990671
ADAT2	4.401195	3.516033	5.1484976	7.9975004	3.3496614	2.6010232	4.140495	3.8235638	6.3347454	5.532704	3.1538813	2.434644	1.694074	1.550216	3.4602532	3.146083	1.218114	1.450468	1.245418	6.9717693
ADAT3	3.30296	4.0460706	3.90637	5.77664	4.8616595	7.6760197	2.863378	6.77594	10.08906	5.9337797	7.4351187	5.8915505	3.8237867	7.03071	2.6847699	7.0116196	6.54528	5.1131306	5.15333	5.1583
ADA	2.289121	1.0597268	2.2577186	1.9778228	3.6450865	2.479587	1.0839567	1.3144295	0.99025	1.3255944	1.343343	2.7111096	1.60283	1.843138	1.828083	3.148856	2.1625	1.5296855	2.0255713	1.408429
ADCK1	4.152398	5.179309	4.0276957	4.481157	3.5078146	3.8757603	4.0392065	4.727375	5.6964793	4.024435	4.6543293	3.8630223	2.4132442	4.2878766	3.1554968	6.576862	3.1898186	4.548316	4.847446	4.27825
ADCK2	14.862255	13.013159	13.385598	11.716499	17.93008	20.514519	11.610498	15.896459	18.46207	15.582995	14.532764	18.393538	20.649546	21.070942	18.187803	23.397455	20.4908	19.6939	17.988602	15.027906
ADCK3	20.151005	14.781297	16.405998	19.376102	19.872267	19.85084	18.025568	35.48648	31.400557	15.67095	25.11183	25.3905	14.185412	16.964117	27.310463	21.977718	20.28492	25.100554	12.99576	23.675663
ADCK4	8.882376	8.0598345	10.073029	9.43247	8.630332	13.314807	8.416772	11.959682	13.493474	10.872429	8.805205	11.226227	11.168269	11.42465	11.386786	13.153559	9.65238	11.731476	12.03353	10.0741625
ADCK5	5.7042513	3.791963	5.4622526	8.346845	4.340044	7.769756	3.7583027	7.3342466	12.588287	8.889796	6.921784	4.527309	6.8276677	7.0042214	6.736328	7.6313405	4.6923504	5.0155277	4.43956	9.147235
ADCY2	1.2546195	1.0938157	0.8212271	1.0013921	1.509749	0.5432019	1.9090517	1.0277628	0.8156899	0.83472544	0.593492	0.5843846	1.4405091	0.8455746	1.3758603	0.7349221	1.0639887	0.9304109	0.24294671	0.6489038
ADCY3	7.3804398	15.3520775	11.44807	6.7112226	12.473351	7.8774614	16.734333	5.4073215	9.422045	10.456369	10.872089	11.615558	4.2633734	13.834563	19.263424	10.60077	5.870178	9.329134	8.442475	9.503388
ADCY4	2.7010622	1.412693	3.2676203	3.9955375	1.7330025	0.9714944	2.1096325	1.9278398	3.190632	3.3242428	1.2694823	1.0026569	1.8219339	0.8802437	1.7759228	1.4411005	0.4046681	0.8993569	0.7353102	3.977584
ADCY5	3.0893507	2.9514196	2.170074	1.9380814	3.5549653	4.5212016	3.404903	3.174001	2.339164	1.996439	2.999973	2.150181	1.8757076	3.0606787	5.72881	2.3614342	2.054114	2.4105814	1.4153391	1.7374138
ADCY6	22.522882	14.832585	24.199003	35.363552	21.359455	25.362494	17.472967	40.24831	52.7867	34.60211	30.51285	31.310621	24.389023	26.954332	32.135773	30.176226	20.614155	26.001705	23.553661	37.68053
ADCY7	5.1305585	4.5835276	5.5673194	6.630891	7.754086	5.490462	7.0086803	6.066925	4.4394693	2.4904487	4.1336327	6.491364	4.016232	6.5174003	4.5402656	4.124699	4.2249722	4.435313	4.4123244	4.7717495
ADCY9	8.579521	7.4005003	8.947104	9.358307	6.581076	10.272551	8.510781	12.692371	8.132401	5.3168387	8.265869	7.7622714	14.610119	7.7319884	9.932566	9.688647	10.256365	10.556543	8.846269	7.9545155
ADCYAP1	0.018211404	0.7814758	0.19983803	1.06732	0.2528066	0.17036971	0.55947775	0.284546	0.259274	0.099023394	0.023739198	0.21466601	0.082434	0.093731806	0.14800005	0.010000001	0.026727902	0.053350497	0.010000001	0.823424
ADD1	59.19964	47.99281	53.136024	49.054432	55.06561	55.21826	49.819725	64.912544	59.57039	46.364044	45.58159	50.883217	49.113644	52.269318	57.743088	51.82217	45.65674	51.86756	53.574512	56.260433
ADD3	82.13547	58.058315	58.786552	55.967342	69.755455	73.09201	59.6975	96.81796	92.3647	66.17704	75.8008	78.24075	86.87093	73.56369	97.18178	75.72465	59.23773	82.469185	88.95423	84.04609
ADGRA2	7.5448403	5.011487	6.3941	4.5419893	7.8747473	6.6205063	9.363381	3.580704	3.359039	1.733394	1.610645	4.594679	2.838644	2.218635	7.585559	2.004337	3.126667	4.2268906	1.996759	3.3245451
ADGRA3	23.119041	22.240726	23.815598	24.982487	20.967373	19.565018	16.677246	32.703293	30.4224	24.435652	28.885984	27.93255	29.421589	23.429014	35.54085	23.42762	23.288393	30.78844	25.47317	26.752714
ADGRD1	0.7534899	1.4251806	1.0980717	0.868101	0.8667202	0.76544327	1.0727024	0.6461352	0.6503918	0.2896031	0.52707857	0.539455	0.4662209	0.5679646	0.6100683	0.19884282	0.6100616	0.4218327	0.32618105	0.6671732
ADGRE1	0.4243979	0.37575883	0.41964498	0.4541381	0.698879	0.7858035	0.440344	0.610004	0.093872696	0.2350225	0.23722748	0.887334	0.3023865	0.16933301	0.3662731	0.4713502	0.46906304	0.4161986	0.2531522	0.411357
ADGRE2	0.970047	0.9401198	0.667019	1.3071479	1.1388739	0.5935531	1.1672422	0.8688123	0.5700819	0.22463	0.65787166	0.6108168	0.5532661	0.7553115	0.6399746	0.5752475	0.4659254	0.6342041	0.5114785	0.45035025
ADGRE3	0.5091838	0.4120437	0.1768138	0.14373702	0.32093868	0.15608479	0.2208751	0.165357	0.13380502	0.0280199	0.021755606	0.4560434	0.1455439	0.3622522	0.19343899	0.222061	0.304326	0.058808304	0.1713746	0.145413
ADGRE5	30.173632	39.980556	44.73456	34.903675	41.974224	37.864902	36.378803	36.073746	51.186417	41.72995	35.224934	33.60664	38.36974	43.386856	51.64327	34.526794	40.909943	45.746387	42.54039	40.757637
ADGRF1	0.4148688	1.640422	0.7624793	0.9956857	2.077585	0.2557405	1.0184124	2.5217154	1.1579287	1.7018789	1.3581011	0.30051267	1.3131517	1.1598579	4.273518	0.6734751	0.6548569	0.14038326	0.48678452	3.6174142
ADGRF4	0.846207	1.20555	1.625952	2.63149	0.8805199	1.1168	0.883227	6.01042	6.4204903	4.25051	4.4420204	2.086213	1.471866	3.19584	1.496665	1.628066	4.079786	0.718132	2.57402	2.162603
ADGRF5	2.684068	2.2556753	1.8482994	2.397327	2.009521	1.7431982	2.48022	1.337323	1.117053	1.285754	0.5515644	0.987906	0.560317	0.54910463	1.512719	0.627886	0.660449	1.058271	0.7157058	1.2123873
ADGRG1	31.186703	26.745853	26.933002	26.074177	34.28937	32.66222	29.29464	34.73277	44.98522	31.855196	31.847439	29.640007	33.787033	40.999485	45.31899	36.97244	35.257256	43.036713	34.91877	31.237066
ADGRG3	0.22247201	0.22817701	0.15722401	0.2556022	0.09243262	0.2591905	0.18078639	0.27199847	0.17604919	0.112337016	0.24389113	0.4549799	0.281543	0.199227	0.14369111	0.3195547	0.09750723	0.11497371	0.1992117	0.3719913
ADGRG5	2.047084	1.137807	1.594962	1.640175	2.90067	1.2756631	1.581541	1.529437	0.6141311	0.691388	0.705601	2.6834466	1.022395	1.035869	0.8092287	1.823956	0.9015427	0.9571932	1.1386487	1.122063
ADGRG6	3.16794	2.026256	2.346238	1.695838	2.025798	3.026481	2.2856243	2.387335	3.3587575	1.26262	1.4472353	2.036614	0.82541203	1.638813	2.315077	1.872065	1.7393849	3.3244498	3.7561243	2.1155612
ADGRG7	2.5122	1.82863	2.17166	8.901516	2.77904	2.17667	4.008802	12.761108	2.8517299	2.858911	5.3514	5.7370696	5.3280807	3.33456	3.0460598	7.0349207	8.40561	2.88691	1.51233	4.9261804
ADGRL1	5.241334	4.0085583	5.716676	4.9501567	5.054671	4.7195377	5.9910545	5.4787345	5.7246957	4.6007915	4.316005	4.7176056	5.5719776	4.3863673	5.046371	3.33039	3.0994577	4.261433	7.2400537	5.937598
ADGRL2	13.441286	10.647645	10.199796	5.294783	9.618232	8.088587	13.712451	6.494773	6.977872	4.6163077	4.8990045	3.180676	6.3295927	6.153845	12.876564	6.626138	7.9544973	9.584042	6.930438	5.8379636
ADGRL3	3.7223759	2.9493427	2.382953	2.020369	2.8396509	3.3631752	3.7200422	1.243666	1.093993	0.5046485	0.9452296	1.1739559	0.6852418	0.6671281	0.7813071	1.0069041	1.107609	1.4527706	0.70181054	1.0600034
ADGRL4	2.9885538	3.68479	2.5854816	2.2118	3.79161	2.77099	3.2676818	1.916336	0.82702	0.859068	1.16828	2.021674	1.253065	1.132499	2.9012268	1.753612	1.36852	2.832787	2.320404	1.664245
ADH1B	31.93255	28.441431	49.186405	14.589441	59.51255	25.96126	57.538475	12.797782	12.953157	8.920046	4.6890974	8.374215	19.444054	11.749732	38.210545	4.727532	12.16712	28.3687	10.30844	20.96262
ADH1C	256.4741	187.75775	125.19398	201.73401	123.1129	189.06206	197.51608	259.1158	262.1813	141.41364	309.82065	241.02519	215.5661	235.77487	332.88818	284.8513	260.4546	195.8486	164.10411	173.38625
ADH5	91.18786	75.75574	70.07456	61.4007	91.77981	88.94159	76.88051	123.945145	104.23219	79.79971	90.25112	109.48834	110.942535	108.579254	100.081764	121.29988	91.47756	93.14628	84.36507	94.458534
ADH6	6.6673875	4.8340297	4.994083	8.736412	5.233636	13.230892	5.360129	17.218708	8.384318	7.447316	10.028121	9.942983	9.893641	8.234988	4.6170435	14.245804	8.86242	10.0351305	7.3676066	6.972842
ADHFE1	2.5422	1.3676747	2.1855164	4.580451	2.74758	1.0972792	2.0948255	2.546142	3.2108023	2.1584706	2.0725904	2.1430414	2.7045705	0.99903166	3.5757089	1.0771077	0.574697	2.000728	0.7224611	4.8782253
ADI1	46.43427	42.606525	41.887413	40.784023	54.59562	58.574604	40.122093	57.351345	49.14916	38.832043	60.447235	57.099617	51.20034	62.410072	51.595512	49.41128	43.437965	51.98987	48.854183	44.40046
ADIPOR1	44.56601	40.310135	42.610146	36.838215	50.222164	42.648243	45.55293	53.20655	52.964664	43.459362	47.077145	53.829006	56.62829	56.481926	56.44863	51.23916	45.254536	50.562054	50.1118	52.8496
ADIPOR2	29.67103	32.7409	30.57151	28.778967	27.907745	32.900543	23.90292	43.649296	42.00705	33.826355	33.759407	34.30202	47.443596	42.928104	32.068577	35.053555	39.986553	33.106415	45.573666	37.928757
ADIRF	44.19281	33.43519	66.16595	56.922134	51.61376	52.647713	64.87771	71.38726	75.688515	40.43044	61.027836	69.504585	62.384663	45.96327	39.163612	61.11039	78.88383	43.324905	35.530926	40.588562
ADK	17.371397	10.27234	9.227687	10.018785	9.562671	17.055916	8.100514	12.603649	13.87274	10.624403	13.21658	13.7016115	12.467017	15.639041	14.995187	25.218903	10.6096735	12.78689	22.54381	13.681497
ADM2	1.01937	0.886024	1.06603	0.53796	1.58157	1.78885	1.344063	1.038387	1.60522	0.330115	0.501891	1.10572	1.3773	0.999512	0.698065	1.20401	0.743158	0.987065	0.866536	0.936923
ADM	7.406247	14.737546	19.03283	14.989202	16.862165	12.595601	12.272139	40.605927	17.63839	36.036003	25.013247	12.624466	20.234812	18.640995	13.691702	15.62992	16.151428	23.474474	18.058794	27.268702
ADNP2	6.764684	4.817432	6.743977	5.5780087	4.844845	5.0650897	6.64812	5.7237406	6.1684847	4.89291	4.79722	5.238594	5.3855605	4.92346	5.5821004	5.2118006	4.15049	5.2744546	4.6672564	5.40604
ADNP	21.938932	17.31062	19.203966	13.986999	18.610172	15.858362	19.29739	20.633104	18.326494	11.820429	15.183854	16.714119	16.681358	14.58127	18.33502	16.148956	14.475516	17.973518	13.975486	14.7713585
ADORA1	0.6197895	0.519653	0.3643574	0.27980402	0.2147637	0.4832518	0.4369415	0.31162906	0.0964162	0.115196995	0.14434029	0.24314052	0.21235819	0.226187	0.45014703	0.23959053	0.216777	0.433135	0.1958296	0.2328945
ADORA2A	1.569237	0.4909902	2.03721	0.761739	1.78758	0.48126504	1.306186	1.51531	0.5510214	0.4257721	0.6270485	1.9636494	0.8422055	0.6843576	0.533694	1.148037	0.7676206	0.28411007	1.515992	0.844768
ADORA2B	3.3821	3.759094	6.554053	4.3617435	5.62868	7.1277113	7.8542733	8.895834	4.21843	5.2786803	6.527296	8.409238	14.957199	6.1722584	4.375199	3.0157502	6.741985	5.06324	10.59559	11.544573
ADORA3	5.553179	1.340713	3.3741155	3.621603	4.0412	5.7633395	3.2866771	4.9266825	1.8670952	1.10812	2.281366	3.1963	2.8948102	2.47119	2.386449	4.585419	3.6178799	4.36192	1.9324	3.1442902
ADO	8.367458	5.87847	5.80359	4.5887494	7.1250706	6.5235896	7.7472296	6.1599793	6.1678696	3.9267302	5.6459103	7.4029493	7.5573807	6.22927	6.79846	6.31211	5.2417803	6.90566	6.15508	6.4071
ADPGK	17.321613	13.071696	15.216479	14.166513	16.975727	13.91311	14.706132	19.094889	17.862524	12.097219	16.843784	17.54682	15.800437	16.204708	15.120589	19.164038	14.328775	15.597404	17.440283	18.614878
ADPRHL1	2.1103296	1.4695258	2.207672	2.2709088	4.068168	2.673725	2.1858792	3.5881772	2.9633574	2.2915957	3.137764	5.095461	3.9944124	2.9384928	3.0228188	2.4550498	2.653788	2.5880504	1.4653428	2.5934203
ADPRHL2	11.307099	10.478099	10.927201	8.633359	10.737199	13.031701	10.8071995	12.0519	12.297602	8.05692	12.423901	12.5308	13.536899	15.225701	12.938702	14.324599	12.337599	12.583601	13.0346	13.666901
ADPRH	2.7606554	2.2294514	1.7110425	1.3021343	2.574959	1.940377	2.211712	1.4417914	0.9570362	0.828564	1.206171	2.3218071	1.6807638	1.727188	1.6403539	1.7037642	1.7013195	1.8167384	2.369732	1.3752884
ADPRM	4.951134	3.290262	4.1330957	3.467344	4.143285	4.832336	5.523587	6.037478	4.7792673	4.0413413	4.1209536	6.206492	4.4798293	5.0354724	5.5227637	4.7595005	4.8998976	5.7636704	3.749315	4.46179
ADRA2A	4.54749	2.65379	3.2910302	4.40215	2.63433	4.5105596	3.9378998	3.45137	1.87929	2.7883503	3.7737	3.9097202	2.40622	4.2991	3.13004	3.02207	3.15528	2.4496098	1.78776	2.01284
ADRB2	0.708806	0.384306	0.788155	1.07709	0.746609	0.470938	0.655791	0.70046	0.340814	0.24112001	0.29197398	0.486179	0.473455	0.369791	0.380386	0.297602	0.532678	0.760639	0.348771	0.274299
ADRBK1	41.55654	28.098297	38.120617	37.913742	40.498714	40.02629	33.299286	43.675026	50.48232	35.804356	36.32447	45.830578	39.723324	44.576572	41.486633	46.94451	34.54341	39.056694	42.670494	44.26833
ADRBK2	2.1654491	1.694618	1.702893	0.99466	3.003306	1.0065397	1.68523	1.745618	1.284003	0.8379447	1.1518428	2.631321	2.1264791	1.554993	1.571456	1.715787	1.878698	2.057711	2.9054437	1.8705347
ADRM1	36.84776	32.76992	33.286247	32.36483	36.210236	41.19371	36.453354	34.93373	34.29226	34.59175	31.71283	35.98373	41.79256	44.827507	37.399014	53.302532	41.4905	39.55407	49.557056	40.729668
ADSL	27.539402	22.348473	21.29	19.90143	21.831978	29.204895	23.198202	25.356098	23.231012	17.340282	26.00357	27.26927	26.252981	24.201002	25.659384	29.21339	21.82964	23.33234	25.4143	24.657494
ADSSL1	1.775898	2.7957208	1.9961183	2.645686	1.6781946	2.4274795	1.9768744	2.2473555	2.7338793	1.9642674	1.2768683	1.9932123	1.4290603	1.8007253	2.061377	2.2528992	1.1493677	2.4026294	1.71823	2.8306854
ADSS	24.00521	23.349173	21.040363	18.06317	21.872128	28.946396	19.656084	27.727163	25.841953	20.19128	25.129059	26.158096	25.479998	33.96763	26.438797	29.324884	19.594269	25.34684	29.237299	24.896603
ADTRP	70.52211	72.373024	48.344543	76.850655	43.438885	96.191864	58.270687	60.357956	76.82434	64.39998	73.46007	82.281075	91.77447	140.0024	96.529495	102.49756	108.56594	75.59538	36.299126	86.84716
AEBP1	17.986824	20.495556	18.606733	14.707875	23.069077	18.386747	30.106419	7.911715	9.405702	5.01294	3.926224	7.152871	5.7065773	5.2556014	20.799131	4.432297	6.834962	9.36016	2.844047	7.4090886
AEBP2	13.744468	9.646628	9.516616	7.775121	12.353474	9.151085	10.712732	11.176597	10.724033	8.102954	10.124829	15.5532875	11.054921	9.93087	12.426691	11.561517	8.2430315	12.362832	11.341028	14.675435
AEN	4.880062	3.2599487	3.3077981	3.1575632	3.7201126	4.1003695	7.1914644	4.099767	4.1359267	2.6484923	3.543841	6.1149073	5.0955772	4.617843	3.868563	5.405214	3.2233765	4.0393343	5.0412955	6.4251924
AES	313.36377	298.39328	324.63962	272.64563	320.40427	315.7208	226.33781	243.08592	334.67383	266.0132	351.8979	376.196	426.08734	330.9239	357.9083	329.10385	247.03468	283.8528	274.46152	282.05682
AF011889.5	2.972953	0.921955	2.685123	4.853671	1.196471	0.955867	1.8621	2.040682	8.695081	6.97147	0.933372	0.594373	0.416356	1.800031	0.65773815	0.3742	0.2741255	0.121736	0.2176917	8.168245
AF111168.2	1.27849	0.591167	0.763503	0.417953	0.747508	0.010000001	0.972089	1.91894	1.22515	1.75839	0.532367	0.010000001	0.77995	0.010000001	1.02219	0.19721699	0.44799104	0.843448	0.2057	0.24900301
AFAP1L1	1.14107	1.11582	1.393525	0.723789	0.910382	1.0717803	1.545948	0.811501	0.252451	0.325509	0.45393047	0.8632901	0.479781	0.512252	0.90719	0.5532607	0.4092052	0.657527	0.506149	0.9885569
AFAP1L2	5.0355844	6.0595746	4.5975585	5.0124416	7.4441047	7.487028	5.346546	5.417804	7.394246	4.801528	5.4310775	4.083102	5.607218	9.625497	7.2229977	5.814805	6.4324255	5.2854023	3.781542	4.891987
AFAP1	8.965274	9.42903	9.894399	5.1778283	8.599838	7.6093335	9.675827	9.527	10.101186	5.394424	7.367613	9.439	7.725679	8.017628	9.371633	8.670124	7.3349705	8.327156	9.897509	9.0897455
AFF1	17.97433	12.310149	14.704898	12.948181	14.127092	12.81814	15.785469	20.388554	20.501722	10.640129	13.180321	16.348263	12.759731	11.292121	15.569852	12.432224	13.028281	16.255095	13.966278	13.787705
AFF3	1.4098502	1.0333595	1.7507704	0.8916493	2.0614948	1.1751076	1.72286	1.3178574	0.6739798	0.5658144	0.2845342	2.226963	1.112947	0.5444105	1.4156648	1.3185269	0.9990982	1.3011281	1.8029184	0.57137436
AFF4	14.766536	12.004632	12.818699	10.284196	12.048783	10.057145	14.528113	16.604946	14.21912	8.519109	11.014571	12.08435	14.152462	9.65948	12.993904	11.725372	11.658933	13.44885	15.432349	12.088049
AFG3L2	47.24012	40.593258	38.032345	36.18748	41.024956	53.941814	29.65497	67.99137	58.772118	43.98662	53.243263	48.68194	53.92481	55.542854	60.92348	59.96314	56.61079	52.866863	62.236073	51.42237
AFMID	16.707365	10.139337	12.228073	14.606061	13.884469	13.358892	13.595662	15.383933	16.531687	13.338149	13.464603	16.440636	14.29313	14.290603	26.863285	12.123431	10.087253	16.699923	10.927098	17.074799
AFTPH	40.942	30.345806	32.801945	25.20557	36.924946	33.00984	30.71606	44.286858	41.216278	34.378304	37.23592	37.117237	44.51038	40.85866	38.89744	38.018394	34.49987	39.94831	38.328583	41.94854
AGAP1	12.604507	11.612432	10.290473	9.218555	10.963431	8.599733	8.395874	14.170224	13.391433	9.6877985	10.0711775	12.672854	11.410411	11.651987	13.900816	12.384738	12.145139	13.122419	12.470193	13.177304
AGAP2	0.9597904	0.704457	1.8500437	1.48317	2.3559484	1.0908946	0.952219	0.9029555	0.8237677	0.37143543	0.5352499	1.998938	0.772385	1.0891241	0.580529	1.1278936	1.178132	0.7266158	0.9393929	0.640814
AGAP3	15.13677	10.995991	12.176941	11.400698	15.345018	14.206569	14.194494	13.648982	14.72249	13.877328	12.067494	11.718888	15.61229	15.201354	14.673333	12.219178	10.0277815	14.002841	11.684807	16.263687
AGAP4	6.72036	3.0063467	5.1460886	7.8855734	3.1898754	2.9998684	2.7809923	5.141747	7.8119025	4.547558	4.8358135	3.8350596	2.0784316	1.762092	2.6969643	7.733517	1.010466	2.167878	1.200185	5.926493
AGAP5	2.612531	1.113315	2.5333962	2.438683	1.350992	1.2007663	1.7714014	1.569515	2.8422341	2.057386	1.605083	0.892606	0.391746	1.1230233	1.613445	1.463092	0.726232	1.0018425	0.842089	1.975743
AGAP6	3.613476	2.302901	3.9604797	4.37422	2.75944	1.986361	2.467911	2.3770528	3.7799268	2.521321	2.662919	1.7233661	1.2041341	1.374615	2.259792	3.1048343	0.7655462	0.858267	0.7910313	3.4623477
AGAP9	0.623018	1.4879	2.82133	3.9741898	1.08341	1.49525	1.86811	2.23505	2.2527	2.5745597	0.155308	1.70758	0.45466998	0.650137	1.23134	1.16237	0.504529	0.89435	0.589068	0.14224601
AGA	7.00911	11.544041	10.492951	9.175124	11.451979	9.9082155	13.115311	11.391984	12.075257	10.41654	13.046962	13.576779	12.687707	7.108835	12.354746	15.130123	11.43093	16.465574	14.1637745	15.206582
AGBL2	1.1903471	0.3216334	1.4590839	1.2794771	0.920686	1.2347434	1.2516372	1.3869984	0.892761	1.5004172	1.0707119	0.8135876	0.55519	0.38169253	0.6535002	0.590004	0.8630748	0.6511113	0.33923486	1.5720106
AGBL3	1.063422	0.701642	1.3614593	0.8486665	0.65445	0.6928677	1.1262538	0.5371167	1.3988203	0.5138698	0.504206	0.8719719	1.1901284	0.4740905	1.510024	0.4281225	0.6390217	0.3757697	0.583596	1.819489
